,时间,区县,离群CGI,小区分类,覆盖类型,覆盖场景,重点指标,指标离群值,指标小组最优值,离群小区流量,小组流量最优值
281,2017-07-04 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,上行64QAM编码比例,0.0,0.01634,4934042.7020000005,37908892.975
282,2017-07-04 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,上行用户平均速率,0.398561,1.95495,4934042.7020000005,37908892.975
283,2017-07-04 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,下行双流流量占比,0.0,0.804374,4934042.7020000005,37908892.975
284,2017-07-05 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,无线掉线率,0.000146,0.002157,5165754.886,36274260.614
285,2017-07-05 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,自_下行体验速率_Eutrancell,18.606966,78.57136899999998,5165754.886,36274260.614
286,2017-07-05 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,下行双流流量占比,0.0,0.687905,5165754.886,36274260.614
287,2017-07-06 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,异系统切换比,0.0038840000000000003,0.000425,6286630.8429999985,33114592.058000002
288,2017-07-06 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,上行64QAM编码比例,0.0,0.011095,6286630.8429999985,33114592.058000002
289,2017-07-06 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,上行用户平均速率,0.36688699999999996,2.415304,6286630.8429999985,33114592.058000002
290,2017-07-06 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,无线掉线率,0.000129,0.000584,6286630.8429999985,33114592.058000002
291,2017-07-06 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,下行双流流量占比,0.0,0.811064,6286630.8429999985,33114592.058000002
292,2017-07-07 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,异系统切换比,0.011712,0.0,5130257.677999998,27308147.229
293,2017-07-07 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,上行64QAM编码比例,0.0,0.027357,5130257.677999998,27308147.229
294,2017-07-07 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,上行用户平均速率,0.349667,3.077814,5130257.677999998,27308147.229
295,2017-07-07 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,自_下行体验速率_Eutrancell,21.680232,112.671026,5130257.677999998,27308147.229
296,2017-07-07 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,下行双流流量占比,0.0,0.697554,5130257.677999998,27308147.229
297,2017-07-08 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,异系统切换比,0.004412,0.000868,6041281.232000002,37908892.975
298,2017-07-08 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,上行64QAM编码比例,0.0,0.01634,6041281.232000002,37908892.975
299,2017-07-08 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,上行用户平均速率,0.35341,1.95495,6041281.232000002,37908892.975
300,2017-07-08 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,下行双流流量占比,0.0,0.804374,6041281.232000002,37908892.975
301,2017-07-09 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,无线掉线率,0.00018700000000000002,0.00078,8846879.322999999,33188406.264
302,2017-07-09 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,下行双流流量占比,0.0,0.697662,8846879.322999999,33188406.264
303,2017-07-10 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,无线掉线率,0.000212,0.002157,5435069.8829999985,36274260.614
304,2017-07-10 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,下行双流流量占比,0.0,0.687905,5435069.8829999985,36274260.614
305,2017-07-12 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,无线掉线率,0.000333,0.002157,6419226.611000001,36274260.614
306,2017-07-12 00:00:00,浦东新区,460-00-114802-33,下降,室外,其他,下行双流流量占比,0.0,0.687905,6419226.611000001,36274260.614
307,2017-06-01 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,自_LTE参考信号接收功率>=-110_Eutrancell,113344.0,583591.0,6556215.846,27887576.1
308,2017-06-01 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,下行双流流量占比,0.0,0.001099,6556215.846,27887576.1
309,2017-06-03 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,上行64QAM编码比例,0.0,0.0026620000000000003,6748386.082,30167670.479000002
310,2017-06-04 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,自_LTE参考信号接收功率>=-110_Eutrancell,114112.0,762265.0,8237924.302,34641141.255
311,2017-06-04 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,下行双流流量占比,0.0,0.00218,8237924.302,34641141.255
312,2017-06-07 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,自_LTE参考信号接收功率>=-110_Eutrancell,113231.0,583591.0,6097702.705,27887576.1
313,2017-06-07 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,自_下行体验速率_Eutrancell,19.0809,77.98898299999998,6097702.705,27887576.1
314,2017-06-07 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,下行双流流量占比,0.0,0.001099,6097702.705,27887576.1
315,2017-06-08 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,上行64QAM编码比例,0.0,0.007804999999999999,6432577.772999999,30946235.732
316,2017-06-10 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,小区用户面下行平均时延,51.3304,11.1297,9744114.981,31778117.91300001
317,2017-06-10 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,上行64QAM编码比例,0.0,0.012925,9744114.981,31778117.91300001
318,2017-06-10 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,自_LTE参考信号接收功率>=-110_Eutrancell,110228.0,574698.0,9744114.981,31778117.91300001
319,2017-06-11 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,下行双流流量占比,0.0,0.00433,9197603.702,31623869.711
320,2017-06-12 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,小区用户面下行平均时延,60.5966,9.5551,7742109.13,30777697.805
321,2017-06-12 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,上行64QAM编码比例,0.0,0.008715,7742109.13,30777697.805
322,2017-06-12 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,自_LTE参考信号接收功率>=-110_Eutrancell,117385.0,506435.0,7742109.13,30777697.805
323,2017-06-16 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,小区用户面下行平均时延,110.5611,10.479,7274985.2919999985,28010278.29000001
324,2017-06-17 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,小区用户面下行平均时延,90.6175,17.4084,8478335.154,34050048.415
325,2017-06-17 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,上行64QAM编码比例,0.0,0.010698000000000001,8478335.154,34050048.415
326,2017-06-18 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,下行双流流量占比,0.0,0.00433,10350826.646,31623869.711
327,2017-06-24 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,上行64QAM编码比例,0.0,0.0026620000000000003,8826500.677000001,30167670.479000002
328,2017-06-25 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,小区用户面下行平均时延,77.2846,18.4104,7324915.712999999,30167670.479000002
329,2017-06-25 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,上行64QAM编码比例,0.0,0.0026620000000000003,7324915.712999999,30167670.479000002
330,2017-06-26 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,小区用户面下行平均时延,76.8156,16.3556,6725419.751,27346160.036
331,2017-06-26 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,上行64QAM编码比例,0.0,0.028145,6725419.751,27346160.036
332,2017-06-30 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,小区用户面下行平均时延,99.5826,13.6132,6802456.978999998,30782407.312
333,2017-06-30 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,异系统切换比,0.001198,0.000239,6802456.978999998,30782407.312
334,2017-06-30 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,上行64QAM编码比例,0.0,0.02079,6802456.978999998,30782407.312
335,2017-06-30 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,自_下行体验速率_Eutrancell,20.853236,84.188275,6802456.978999998,30782407.312
336,2017-07-01 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,小区用户面下行平均时延,61.9161,15.0752,7783482.525,29406377.718000002
337,2017-07-01 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,异系统切换比,0.000625,4.7e-05,7783482.525,29406377.718000002
338,2017-07-02 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,小区用户面下行平均时延,96.7645,9.427,8147403.905999999,28541934.173
339,2017-07-02 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,上行64QAM编码比例,0.0,0.019169,8147403.905999999,28541934.173
340,2017-07-04 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,小区用户面下行平均时延,83.8047,9.2567,12372732.14,44723727.282
341,2017-07-04 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,上行64QAM编码比例,0.0,0.006615,12372732.14,44723727.282
342,2017-07-05 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,小区用户面下行平均时延,49.157,9.427,9253509.829,28541934.173
343,2017-07-05 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,上行64QAM编码比例,0.0,0.019169,9253509.829,28541934.173
344,2017-07-06 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,下行双流流量占比,0.0,0.00218,9357202.28,34641141.255
345,2017-07-07 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,小区用户面下行平均时延,38.778,9.427,8906351.62,28541934.173
346,2017-07-07 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,上行64QAM编码比例,0.0,0.019169,8906351.62,28541934.173
347,2017-07-08 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,下行双流流量占比,0.0,0.00433,9786193.661,31623869.711
348,2017-07-11 00:00:00,南汇区,460-00-115315-11,下降,室内,商业中心,上行64QAM编码比例,0.0,0.018824,8135843.429,28891795.649
349,2017-06-05 00:00:00,普陀区,460-00-115723-11,下降,室外,城区道路,自_LTE参考信号接收功率>=-110_Eutrancell,16714.0,95329.0,6306651.5699999975,46127411.086
350,2017-06-12 00:00:00,普陀区,460-00-115723-11,下降,室外,城区道路,自_LTE参考信号接收功率>=-110_Eutrancell,9870.0,110681.0,7617717.857000002,42119428.244
351,2017-06-03 00:00:00,普陀区,460-00-115856-33,下降,室内,写字楼,下行双流流量占比,0.0,0.0011099999999999999,5603370.978999998,23394901.735
352,2017-06-05 00:00:00,普陀区,460-00-115856-33,下降,室内,写字楼,下行双流流量占比,0.0,0.003273,4474466.239,22424057.969
353,2017-06-19 00:00:00,金山区,460-00-118380-13,下降,室外,低层居民区,自_LTE参考信号接收功率>=-110_Eutrancell,97494.0,582072.0,7252424.272000001,26863971.029
354,2017-06-20 00:00:00,金山区,460-00-118380-13,下降,室外,低层居民区,自_LTE参考信号接收功率>=-110_Eutrancell,97127.0,582072.0,8160166.111,26863971.029
355,2017-06-19 00:00:00,金山区,460-00-118382-11,下降,室外,其他,E-RAB掉线率（小区级）,0.002147,0.0005099999999999999,6518548.982999999,33114592.058000002
356,2017-06-19 00:00:00,金山区,460-00-118382-11,下降,室外,其他,上行64QAM编码比例,0.0,0.011095,6518548.982999999,33114592.058000002
357,2017-06-20 00:00:00,金山区,460-00-118382-11,下降,室外,其他,E-RAB掉线率（小区级）,0.004275,0.000215,4726009.469,27308147.229
358,2017-06-20 00:00:00,金山区,460-00-118382-11,下降,室外,其他,上行64QAM编码比例,0.0,0.027357,4726009.469,27308147.229
359,2017-06-01 00:00:00,金山区,460-00-118394-12,下降,室外,其他,上行初始HARQ重传比率,0.286959,0.042020999999999996,357551.385,21927581.781
360,2017-06-01 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行PRB平均利用率,0.0159,0.0723,357551.385,21927581.781
361,2017-06-01 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行64QAM编码比例,0.019337,0.564882,357551.385,21927581.781
362,2017-06-01 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行每PRB平均吞吐量,0.0725,0.4066,357551.385,21927581.781
363,2017-06-01 00:00:00,金山区,460-00-118394-12,下降,室外,其他,自_下行体验速率_Eutrancell,18.974286,105.59211200000001,357551.385,21927581.781
364,2017-06-01 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行双流流量占比,0.11635,0.807904,357551.385,21927581.781
365,2017-06-01 00:00:00,金山区,460-00-118394-12,下降,室外,其他,无线利用率,0.0159,0.0682,357551.385,21927581.781
366,2017-06-01 00:00:00,金山区,460-00-118394-12,下降,室外,其他,PDCCH信道CCE占用率,0.012799,0.064772,357551.385,21927581.781
367,2017-06-02 00:00:00,金山区,460-00-118394-12,下降,室外,其他,上行初始HARQ重传比率,0.18532300000000002,0.042020999999999996,218961.771,21927581.781
368,2017-06-02 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行PRB平均利用率,0.0173,0.0723,218961.771,21927581.781
369,2017-06-02 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行64QAM编码比例,0.016312,0.564882,218961.771,21927581.781
370,2017-06-02 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行每PRB平均吞吐量,0.0595,0.4066,218961.771,21927581.781
371,2017-06-02 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行用户平均速率,2.754884,14.494879000000001,218961.771,21927581.781
372,2017-06-02 00:00:00,金山区,460-00-118394-12,下降,室外,其他,自_下行体验速率_Eutrancell,12.123533,105.59211200000001,218961.771,21927581.781
373,2017-06-02 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行双流流量占比,0.117968,0.807904,218961.771,21927581.781
374,2017-06-02 00:00:00,金山区,460-00-118394-12,下降,室外,其他,无线利用率,0.0166,0.0682,218961.771,21927581.781
375,2017-06-02 00:00:00,金山区,460-00-118394-12,下降,室外,其他,PDCCH信道CCE占用率,0.012863,0.064772,218961.771,21927581.781
376,2017-06-03 00:00:00,金山区,460-00-118394-12,下降,室外,其他,上行初始HARQ重传比率,0.212446,0.042020999999999996,430204.629,21927581.781
377,2017-06-03 00:00:00,金山区,460-00-118394-12,下降,室外,其他,小区用户面下行平均时延,118.5352,22.2473,430204.629,21927581.781
378,2017-06-03 00:00:00,金山区,460-00-118394-12,下降,室外,其他,上行PRB平均利用率,0.0118,0.0499,430204.629,21927581.781
379,2017-06-03 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行64QAM编码比例,0.009762999999999999,0.564882,430204.629,21927581.781
380,2017-06-03 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行每PRB平均吞吐量,0.0921,0.4066,430204.629,21927581.781
381,2017-06-03 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行双流流量占比,0.12904000000000002,0.807904,430204.629,21927581.781
382,2017-06-03 00:00:00,金山区,460-00-118394-12,下降,室外,其他,PDCCH信道CCE占用率,0.012135,0.064772,430204.629,21927581.781
383,2017-06-04 00:00:00,金山区,460-00-118394-12,下降,室外,其他,上行初始HARQ重传比率,0.222568,0.042020999999999996,506032.823,21927581.781
384,2017-06-04 00:00:00,金山区,460-00-118394-12,下降,室外,其他,异系统切换比,0.000176,0.0,506032.823,21927581.781
385,2017-06-04 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行64QAM编码比例,0.029174000000000002,0.564882,506032.823,21927581.781
386,2017-06-04 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行每PRB平均吞吐量,0.0894,0.4066,506032.823,21927581.781
387,2017-06-04 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行双流流量占比,0.146731,0.807904,506032.823,21927581.781
388,2017-06-04 00:00:00,金山区,460-00-118394-12,下降,室外,其他,PDCCH信道CCE占用率,0.012995,0.064772,506032.823,21927581.781
389,2017-06-07 00:00:00,金山区,460-00-118394-12,下降,室外,其他,上行初始HARQ重传比率,0.28088,0.042020999999999996,380784.654,21927581.781
390,2017-06-07 00:00:00,金山区,460-00-118394-12,下降,室外,其他,异系统切换比,0.000712,0.0,380784.654,21927581.781
391,2017-06-07 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行PRB平均利用率,0.0171,0.0723,380784.654,21927581.781
392,2017-06-07 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行64QAM编码比例,0.015481,0.564882,380784.654,21927581.781
393,2017-06-07 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行每PRB平均吞吐量,0.0645,0.4066,380784.654,21927581.781
394,2017-06-07 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行用户平均速率,3.590101,14.494879000000001,380784.654,21927581.781
395,2017-06-07 00:00:00,金山区,460-00-118394-12,下降,室外,其他,自_下行体验速率_Eutrancell,22.354497,105.59211200000001,380784.654,21927581.781
396,2017-06-07 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行双流流量占比,0.135224,0.807904,380784.654,21927581.781
397,2017-06-07 00:00:00,金山区,460-00-118394-12,下降,室外,其他,无线利用率,0.0169,0.0682,380784.654,21927581.781
398,2017-06-07 00:00:00,金山区,460-00-118394-12,下降,室外,其他,PDCCH信道CCE占用率,0.012762,0.064772,380784.654,21927581.781
399,2017-06-08 00:00:00,金山区,460-00-118394-12,下降,室外,其他,上行初始HARQ重传比率,0.292313,0.042020999999999996,534473.795,21927581.781
400,2017-06-08 00:00:00,金山区,460-00-118394-12,下降,室外,其他,异系统切换比,0.000167,0.0,534473.795,21927581.781
401,2017-06-08 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行PRB平均利用率,0.0172,0.0723,534473.795,21927581.781
402,2017-06-08 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行64QAM编码比例,0.021824,0.564882,534473.795,21927581.781
403,2017-06-08 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行每PRB平均吞吐量,0.0849,0.4066,534473.795,21927581.781
404,2017-06-08 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行双流流量占比,0.153579,0.807904,534473.795,21927581.781
405,2017-06-08 00:00:00,金山区,460-00-118394-12,下降,室外,其他,无线利用率,0.017,0.0682,534473.795,21927581.781
406,2017-06-08 00:00:00,金山区,460-00-118394-12,下降,室外,其他,PDCCH信道CCE占用率,0.012371,0.064772,534473.795,21927581.781
407,2017-06-10 00:00:00,金山区,460-00-118394-12,下降,室外,其他,上行初始HARQ重传比率,0.247646,0.042020999999999996,276718.18,21927581.781
408,2017-06-10 00:00:00,金山区,460-00-118394-12,下降,室外,其他,异系统切换比,0.000312,0.0,276718.18,21927581.781
409,2017-06-10 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行PRB平均利用率,0.015,0.0723,276718.18,21927581.781
410,2017-06-10 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行64QAM编码比例,0.008766,0.564882,276718.18,21927581.781
411,2017-06-10 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行每PRB平均吞吐量,0.0682,0.4066,276718.18,21927581.781
412,2017-06-10 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行用户平均速率,3.4532510000000003,14.494879000000001,276718.18,21927581.781
413,2017-06-10 00:00:00,金山区,460-00-118394-12,下降,室外,其他,自_下行体验速率_Eutrancell,19.542145,105.59211200000001,276718.18,21927581.781
414,2017-06-10 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行双流流量占比,0.118844,0.807904,276718.18,21927581.781
415,2017-06-10 00:00:00,金山区,460-00-118394-12,下降,室外,其他,无线利用率,0.0146,0.0682,276718.18,21927581.781
416,2017-06-10 00:00:00,金山区,460-00-118394-12,下降,室外,其他,PDCCH信道CCE占用率,0.0112,0.064772,276718.18,21927581.781
417,2017-06-11 00:00:00,金山区,460-00-118394-12,下降,室外,其他,上行初始HARQ重传比率,0.267989,0.042020999999999996,500383.64,21927581.781
418,2017-06-11 00:00:00,金山区,460-00-118394-12,下降,室外,其他,异系统切换比,0.0007570000000000001,0.0,500383.64,21927581.781
419,2017-06-11 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行PRB平均利用率,0.0169,0.0723,500383.64,21927581.781
420,2017-06-11 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行64QAM编码比例,0.029074000000000006,0.564882,500383.64,21927581.781
421,2017-06-11 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行每PRB平均吞吐量,0.0995,0.4066,500383.64,21927581.781
422,2017-06-11 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行双流流量占比,0.111527,0.807904,500383.64,21927581.781
423,2017-06-11 00:00:00,金山区,460-00-118394-12,下降,室外,其他,无线利用率,0.0167,0.0682,500383.64,21927581.781
424,2017-06-11 00:00:00,金山区,460-00-118394-12,下降,室外,其他,PDCCH信道CCE占用率,0.012601000000000001,0.064772,500383.64,21927581.781
425,2017-06-13 00:00:00,金山区,460-00-118394-12,下降,室外,其他,上行初始HARQ重传比率,0.238802,0.047996,344307.68,22572577.998000003
